,A,B,C,D,E,F
2095,other,mainHall,diningHall,hallA,other,hallA
2096,out,mainHall,other,other,other,hallD
2097,out,mainHall,out,out,out,out
2098,out,out,out,other,recreationArea,hallB
2099,out,mainHall,diningHall,hallC,recreationArea,hallC
2100,out,out,out,hallD,other,hallD
2101,out,mainHall,out,out,out,out
2102,out,mainHall,out,out,out,out
2103,out,mainHall,other,out,out,out
2104,out,out,out,other,other,hallB
2105,out,out,out,hallC,recreationArea,hallC
2106,out,other,out,out,out,out
2107,out,mainHall,out,out,out,out
2108,out,out,out,out,out,out
2109,out,mainHall,other,recreationArea,other,recreationArea
2110,out,mainHall,out,out,out,out
2111,out,mainHall,other,hallC,hallA,hallC
2112,out,mainHall,out,out,out,out
2113,out,other,out,out,out,out
2114,out,out,out,out,out,out
2115,out,mainHall,diningHall,hallC,recreationArea,recreationArea
2116,out,mainHall,diningHall,hallC,other,hallD
2117,out,other,out,out,out,out
2118,out,exhibition,out,out,out,out
2119,out,mainHall,diningHall,hallC,other,hallD
2120,out,mainHall,out,out,out,out
2121,out,mainHall,other,out,out,out
2122,out,mainHall,diningHall,hallC,other,hallC
2123,out,mainHall,diningHall,hallB,other,other
2124,out,out,out,other,other,hallD
2125,out,mainHall,out,out,out,out
2126,out,out,out,other,other,other
2127,out,out,out,hallC,recreationArea,hallC
2128,out,other,other,other,out,out
2129,out,mainHall,diningHall,hallC,other,recreationArea
2130,out,other,out,out,out,out
2131,out,mainHall,other,other,recreationArea,hallD
2132,out,mainHall,diningHall,other,exhibition,hallD
2133,out,mainHall,recreationArea,hallD,recreationArea,hallD
2134,out,other,other,other,out,out
2135,out,mainHall,other,out,out,out
2136,out,other,out,out,out,out
2137,out,mainHall,out,out,out,out
2138,out,mainHall,other,hallC,other,hallD
2139,out,mainHall,recreationArea,other,other,hallB
2140,out,out,out,out,out,out
2141,out,mainHall,diningHall,other,recreationArea,hallB
2142,out,mainHall,out,out,out,out
2143,out,mainHall,out,out,out,out
2144,out,mainHall,out,out,out,out
2145,out,out,out,out,out,out
2146,out,out,out,hallD,other,recreationArea
2147,out,out,out,exhibition,other,other
2148,out,mainHall,out,out,out,out
2149,out,mainHall,out,out,out,out
2150,out,other,other,other,out,out
2151,out,mainHall,out,out,out,out
2152,out,mainHall,out,out,out,out
2153,out,mainHall,other,other,other,hallC
2154,out,out,out,hallD,other,hallD
2155,out,out,out,hallA,other,hallA
2156,out,mainHall,out,out,out,out
2157,out,out,out,other,other,other
2158,out,mainHall,out,out,out,out
2159,out,mainHall,other,other,other,recreationArea
2160,out,mainHall,diningHall,other,other,other
2161,out,other,other,other,out,out
2162,out,mainHall,other,other,other,hallA
2163,out,out,out,other,recreationArea,recreationArea
2164,out,out,out,out,out,out
2165,out,mainHall,out,out,out,out
2166,out,mainHall,out,out,out,out
2167,out,mainHall,out,out,out,out
2168,out,mainHall,diningHall,other,recreationArea,hallB
2169,out,mainHall,other,out,out,out
2170,out,other,other,other,other,other
2171,out,mainHall,out,out,out,out
2172,other,other,other,other,other,other
2173,out,other,out,out,out,out
2174,out,mainHall,out,out,out,out
2175,out,exhibition,out,out,out,out
2176,out,out,out,hallC,other,hallD
2177,out,mainHall,diningHall,exhibition,other,hallB
2178,out,out,out,hallB,recreationArea,hallA
2179,out,other,out,out,out,out
2180,out,other,out,out,out,out
2181,out,mainHall,out,out,out,out
2182,out,mainHall,diningHall,hallC,recreationArea,hallC
2183,out,mainHall,recreationArea,hallB,other,hallB
2184,out,mainHall,diningHall,hallA,other,other
2185,out,mainHall,out,out,out,out
2186,out,mainHall,other,exhibition,exhibition,hallD
2187,out,mainHall,diningHall,hallB,recreationArea,recreationArea
2188,out,out,out,exhibition,other,hallA
2189,other,other,mainHall,mainHall,mainHall,mainHall
2190,out,mainHall,out,out,out,out
2191,out,mainHall,out,out,out,out
2192,out,mainHall,other,out,out,out
2193,out,mainHall,other,out,out,out
2194,out,out,out,exhibition,exhibition,exhibition
2195,out,other,other,other,other,out
2196,out,out,out,hallD,other,hallD
2197,out,mainHall,other,hallA,recreationArea,hallB
2198,out,mainHall,recreationArea,hallB,other,recreationArea
2199,out,out,out,hallB,recreationArea,hallA
2200,out,mainHall,diningHall,hallC,recreationArea,recreationArea
2201,out,mainHall,out,out,out,out
2202,out,mainHall,out,out,out,out
2203,out,mainHall,other,hallD,recreationArea,recreationArea
2204,out,other,other,other,out,out
2205,out,mainHall,diningHall,hallA,other,hallB
2206,out,mainHall,diningHall,hallA,exhibition,hallB
2207,out,mainHall,out,out,out,out
2208,out,mainHall,diningHall,hallD,recreationArea,recreationArea
2209,out,mainHall,diningHall,hallD,recreationArea,recreationArea
2210,out,out,out,hallD,other,hallD
2211,out,mainHall,other,other,recreationArea,hallC
2212,out,other,other,other,other,out
2213,out,mainHall,other,other,other,hallB
2214,out,mainHall,other,hallB,recreationArea,hallC
2215,out,mainHall,out,out,out,out
2216,out,out,out,hallC,other,hallD
2217,out,mainHall,other,exhibition,recreationArea,recreationArea
2218,out,other,out,out,out,out
2219,out,mainHall,out,out,out,out
2220,out,mainHall,other,out,out,out
2221,out,out,out,hallB,other,other
2222,out,mainHall,other,out,out,out
2223,out,mainHall,diningHall,out,out,out
2224,out,out,out,out,out,out
2225,out,out,out,hallD,recreationArea,other
2226,out,out,out,hallA,other,hallB
2227,out,mainHall,diningHall,other,recreationArea,hallC
2228,out,out,out,hallD,other,hallD
2229,out,out,other,exhibition,recreationArea,hallD
2230,out,mainHall,out,out,out,out
2231,out,mainHall,out,out,out,out
2232,out,mainHall,out,out,out,out
2233,out,mainHall,out,out,out,out
2234,out,out,out,hallA,other,hallA
2235,out,mainHall,other,hallB,recreationArea,recreationArea
2236,out,mainHall,diningHall,other,recreationArea,hallD
2237,out,mainHall,out,out,out,out
2238,out,out,out,hallB,recreationArea,recreationArea
2239,out,mainHall,out,out,out,out
2240,out,mainHall,out,out,out,out
2241,out,mainHall,other,out,out,out
2242,out,out,out,hallD,recreationArea,exhibition
2243,out,mainHall,other,hallB,other,recreationArea
2244,out,mainHall,diningHall,other,recreationArea,hallD
2245,out,out,out,hallA,other,hallA
2246,out,mainHall,diningHall,hallB,other,hallC
2247,out,mainHall,out,out,out,out
2248,out,out,out,hallA,hallA,hallA
2249,out,mainHall,out,out,out,out
2250,out,out,out,out,out,out
2251,out,mainHall,out,out,out,out
2252,out,exhibition,out,out,out,out
2253,out,mainHall,out,out,out,out
2254,out,out,out,out,out,out
2255,other,other,other,other,other,other
2256,out,mainHall,other,other,other,hallC
2257,out,mainHall,out,out,out,out
2258,out,mainHall,diningHall,other,other,other
2259,out,out,out,exhibition,recreationArea,hallA
2260,out,mainHall,other,other,other,hallD
2261,out,mainHall,out,out,out,out
2262,out,out,out,other,other,hallA
2263,out,out,out,other,other,hallA
2264,exhibition,exhibition,exhibition,exhibition,exhibition,exhibition
2265,out,mainHall,other,hallD,recreationArea,recreationArea
2266,out,mainHall,out,out,out,out
2267,out,mainHall,out,out,out,out
2268,out,mainHall,out,out,out,out
2269,out,mainHall,diningHall,hallB,other,recreationArea
2270,out,out,out,out,out,out
2271,out,out,out,hallA,other,hallA
2272,out,mainHall,out,out,out,out
2273,out,out,out,out,out,out
2274,out,out,out,hallD,other,hallD
2275,out,mainHall,diningHall,hallA,other,hallB
2276,out,mainHall,out,out,out,out
2277,out,mainHall,other,hallD,recreationArea,recreationArea
2278,out,out,out,out,out,out
2279,out,out,out,out,out,out
2280,out,mainHall,out,out,out,out
2281,out,out,out,hallB,other,hallB
2282,out,mainHall,diningHall,hallD,other,hallD
2283,out,other,other,other,out,out
2284,out,other,other,other,out,out
2285,out,mainHall,other,out,out,out
2286,out,out,out,out,out,out
2287,out,mainHall,out,out,out,out
2288,out,mainHall,diningHall,hallC,other,recreationArea
2289,out,out,out,out,out,out
2290,out,out,out,out,out,out
2291,out,mainHall,diningHall,other,other,hallB
2292,out,mainHall,other,out,out,out
2293,out,mainHall,diningHall,hallD,other,hallD
2294,out,mainHall,other,hallD,other,recreationArea
2295,out,mainHall,out,out,out,out
2296,out,out,out,hallC,recreationArea,hallD
2297,out,mainHall,diningHall,other,other,recreationArea
2298,out,mainHall,diningHall,other,exhibition,other
2299,out,out,out,hallB,other,hallB
2300,out,out,out,hallD,other,hallD
2301,out,out,out,hallC,hallC,hallD
2302,out,mainHall,recreationArea,hallC,recreationArea,hallC
2303,out,mainHall,out,out,out,out
2304,out,out,out,hallC,recreationArea,hallD
2305,out,mainHall,other,exhibition,exhibition,exhibition
2306,out,mainHall,other,out,out,out
2307,out,other,other,other,other,out
2308,out,mainHall,other,hallC,recreationArea,hallC
2309,other,mainHall,out,out,out,out
2310,out,mainHall,diningHall,hallC,other,other
2311,out,out,out,out,out,out
2312,out,mainHall,diningHall,exhibition,exhibition,hallD
2313,other,mainHall,recreationArea,hallB,other,recreationArea
2314,out,mainHall,diningHall,hallA,other,hallA
2315,out,mainHall,other,other,other,hallC
2316,out,mainHall,out,out,out,out
2317,out,mainHall,out,out,out,out
2318,out,mainHall,other,out,out,out
2319,out,mainHall,out,out,out,out
2320,out,out,out,out,out,out
2321,out,mainHall,out,out,out,out
2322,out,mainHall,other,hallD,recreationArea,hallD
2323,out,mainHall,out,out,out,out
2324,out,mainHall,other,other,recreationArea,other
2325,out,out,out,hallC,recreationArea,hallC
2326,out,mainHall,diningHall,exhibition,recreationArea,recreationArea
2327,out,mainHall,diningHall,out,out,out
2328,out,mainHall,out,out,out,out
2329,out,out,out,other,other,other
2330,out,mainHall,recreationArea,other,recreationArea,hallC
2331,out,out,out,exhibition,recreationArea,recreationArea
2332,out,out,out,out,out,out
2333,out,mainHall,other,other,recreationArea,recreationArea
2334,out,mainHall,out,out,out,out
2335,out,out,out,other,exhibition,recreationArea
2336,out,mainHall,other,hallB,recreationArea,recreationArea
2337,out,out,out,hallA,recreationArea,hallA
2338,out,mainHall,diningHall,hallB,recreationArea,hallB
2339,out,mainHall,out,out,out,out
2340,out,out,out,hallC,other,other
2341,out,mainHall,diningHall,hallB,hallA,hallB
2342,out,mainHall,out,out,out,out
2343,out,out,out,hallC,other,hallD
2344,out,mainHall,out,out,out,out
2345,out,out,out,other,other,hallA
2346,out,mainHall,out,out,out,out
2347,out,out,out,exhibition,recreationArea,recreationArea
2348,out,mainHall,out,out,out,out
2349,out,mainHall,out,out,out,out
2350,out,other,other,other,out,out
2351,out,out,out,out,out,out
2352,out,mainHall,other,out,out,out
2353,out,out,out,hallC,other,hallD
2354,out,mainHall,recreationArea,other,recreationArea,recreationArea
2355,out,out,out,out,out,out
2356,out,mainHall,out,out,out,out
2357,out,mainHall,other,hallC,other,other
2358,out,mainHall,diningHall,hallD,recreationArea,other
2359,out,mainHall,diningHall,out,out,out
2360,out,mainHall,out,out,out,out
2361,out,mainHall,diningHall,hallB,recreationArea,hallB
2362,out,mainHall,out,out,out,out
2363,out,out,out,hallC,other,recreationArea
2364,out,mainHall,out,out,out,out
2365,out,out,out,hallB,other,other
2366,out,mainHall,diningHall,hallC,other,hallB
2367,out,mainHall,other,out,out,out
2368,out,other,out,out,out,out
2369,out,out,out,hallD,other,hallD
2370,out,mainHall,out,out,out,out
2371,out,out,out,hallA,other,hallA
2372,out,out,out,hallD,other,hallD
2373,out,mainHall,out,out,out,out
2374,out,out,out,other,other,exhibition
2375,out,out,out,hallC,other,other
2376,out,mainHall,other,other,other,recreationArea
2377,out,exhibition,out,out,out,out
2378,out,mainHall,out,out,out,out
2379,out,mainHall,diningHall,hallC,other,other
2380,out,mainHall,diningHall,hallC,other,exhibition
2381,out,other,other,other,other,out
2382,out,out,out,out,out,out
2383,out,out,out,hallD,exhibition,other
2384,out,out,out,other,other,hallA
2385,out,out,out,exhibition,exhibition,exhibition
2386,out,out,out,hallA,other,other
2387,out,mainHall,out,out,out,out
2388,out,mainHall,out,out,out,out
2389,out,out,out,hallB,other,hallB
2390,out,out,out,hallA,other,hallA
2391,out,mainHall,out,out,out,out
2392,out,out,out,hallD,other,hallD
2393,out,mainHall,diningHall,hallB,recreationArea,hallB
2394,out,mainHall,out,out,out,out
2395,out,mainHall,diningHall,hallB,other,recreationArea
2396,out,mainHall,diningHall,exhibition,exhibition,hallD
2397,out,mainHall,out,out,out,out
2398,out,mainHall,out,out,out,out
2399,out,mainHall,other,recreationArea,other,hallD
2400,out,out,out,hallD,recreationArea,hallD
2401,out,mainHall,diningHall,exhibition,recreationArea,other
2402,out,mainHall,diningHall,hallB,recreationArea,hallB
2403,out,mainHall,diningHall,hallC,other,other
2404,out,mainHall,diningHall,other,other,hallB
2405,out,other,out,out,out,out
2406,out,exhibition,out,out,out,out
2407,out,mainHall,diningHall,recreationArea,other,other
2408,out,out,out,hallC,other,hallA
2409,out,other,out,out,out,out
2410,out,out,out,hallA,other,other
2411,out,mainHall,out,out,out,out
2412,out,out,out,other,other,exhibition
2413,out,out,out,hallA,hallA,hallA
2414,out,other,out,out,out,out
2415,out,mainHall,diningHall,other,exhibition,other
2416,out,out,out,out,out,out
2417,out,out,out,hallC,recreationArea,hallD
2418,out,mainHall,other,hallD,other,recreationArea
2419,out,mainHall,diningHall,out,out,out
2420,out,exhibition,out,out,out,out
2421,other,mainHall,diningHall,hallB,other,hallB
2422,other,mainHall,other,hallC,recreationArea,hallC
2423,out,mainHall,out,out,out,out
2424,out,mainHall,diningHall,other,other,hallD
2425,out,mainHall,diningHall,hallC,other,hallC
2426,out,mainHall,diningHall,hallA,other,hallA
2427,out,mainHall,other,out,out,out
2428,out,mainHall,out,out,out,out
2429,out,out,out,hallA,hallA,hallA
2430,out,mainHall,out,out,out,out
2431,out,mainHall,out,out,out,out
2432,out,mainHall,out,out,out,out
2433,out,mainHall,diningHall,out,out,out
2434,out,out,out,hallB,recreationArea,hallA
2435,out,mainHall,recreationArea,hallC,other,recreationArea
2436,out,exhibition,out,out,out,out
2437,out,mainHall,out,out,out,out
2438,out,mainHall,other,hallB,exhibition,hallB
2439,out,out,out,out,out,out
2440,out,mainHall,out,out,out,out
2441,out,out,out,hallD,recreationArea,hallD
2442,out,mainHall,out,out,out,out
2443,out,out,out,hallD,other,hallD
2444,out,out,out,other,recreationArea,hallA
2445,out,out,out,out,out,out
2446,out,other,diningHall,other,other,out
2447,out,mainHall,other,hallC,recreationArea,hallC
2448,other,mainHall,diningHall,hallC,recreationArea,recreationArea
2449,out,mainHall,diningHall,hallC,other,other
2450,out,out,out,hallB,other,recreationArea
2451,out,mainHall,out,out,out,out
2452,out,mainHall,out,out,out,out
2453,out,mainHall,other,hallC,other,hallD
2454,out,other,other,other,other,other
2455,out,other,other,other,other,other
2456,out,mainHall,diningHall,other,recreationArea,hallA
2457,out,mainHall,out,out,out,out
2458,out,out,out,other,other,other
2459,out,mainHall,out,out,out,out
2460,out,out,out,hallC,recreationArea,hallC
2461,out,mainHall,out,out,out,out
2462,out,other,recreationArea,exhibition,other,recreationArea
2463,out,mainHall,other,exhibition,other,recreationArea
2464,out,mainHall,out,out,out,out
2465,out,out,out,out,out,out
2466,out,mainHall,out,out,out,out
2467,out,mainHall,diningHall,hallD,other,recreationArea
2468,out,out,out,hallC,recreationArea,hallD
2469,out,mainHall,out,out,out,out
2470,out,out,out,hallC,recreationArea,hallC
2471,out,mainHall,other,hallB,recreationArea,hallB
2472,out,mainHall,out,out,out,out
2473,out,out,out,out,out,out
2474,out,mainHall,other,hallB,other,hallB
2475,out,mainHall,diningHall,other,recreationArea,hallB
2476,out,other,other,other,out,out
2477,out,mainHall,other,recreationArea,recreationArea,other
2478,out,mainHall,out,out,out,out
2479,out,mainHall,out,out,out,out
2480,out,mainHall,diningHall,hallD,exhibition,exhibition
2481,out,mainHall,diningHall,hallC,other,hallC
2482,out,exhibition,out,out,out,out
2483,out,out,out,out,out,out
2484,out,mainHall,diningHall,hallC,other,hallD
2485,out,mainHall,out,out,out,out
2486,out,mainHall,out,out,out,out
2487,out,mainHall,other,hallA,hallA,hallB
2488,out,out,out,other,other,hallD
2489,out,mainHall,diningHall,out,out,out
2490,out,mainHall,other,hallD,recreationArea,hallD
2491,out,mainHall,diningHall,other,recreationArea,hallC
2492,out,other,out,out,out,out
2493,out,mainHall,other,other,other,hallB
2494,out,mainHall,out,out,out,out
2495,out,out,out,hallD,other,other
2496,out,mainHall,other,out,out,out
2497,out,mainHall,recreationArea,hallC,other,recreationArea
2498,out,mainHall,diningHall,hallD,other,hallD
2499,out,mainHall,other,out,out,out
2500,out,out,out,hallA,recreationArea,hallA
2501,out,out,out,hallD,recreationArea,hallD
2502,out,mainHall,other,hallD,recreationArea,other
2503,out,other,other,other,other,out
2504,out,mainHall,other,hallC,recreationArea,hallC
2505,out,mainHall,other,other,recreationArea,hallD
2506,out,mainHall,out,out,out,out
2507,out,mainHall,diningHall,hallB,recreationArea,other
2508,out,out,out,out,out,out
2509,out,mainHall,out,out,out,out
2510,out,out,out,out,out,out
2511,out,mainHall,diningHall,hallA,other,hallC
2512,out,mainHall,other,exhibition,recreationArea,recreationArea
2513,out,mainHall,other,other,other,hallA
2514,out,mainHall,diningHall,hallA,recreationArea,other
2515,out,mainHall,out,out,out,out
2516,out,out,out,out,out,out
2517,out,mainHall,other,out,out,out
2518,out,mainHall,out,out,out,out
2519,out,mainHall,diningHall,other,other,other
2520,out,out,out,out,out,out
2521,out,mainHall,out,out,out,out
2522,out,mainHall,out,out,out,out
2523,out,mainHall,diningHall,hallD,other,recreationArea
2524,out,mainHall,diningHall,hallD,recreationArea,recreationArea
2525,out,out,out,other,hallA,hallB
2526,out,mainHall,out,out,out,out
2527,out,out,out,hallA,other,hallA
2528,out,mainHall,other,hallB,other,hallB
2529,out,mainHall,out,out,out,out
2530,out,mainHall,out,out,out,out
2531,out,other,out,out,out,out
2532,out,mainHall,other,hallC,hallA,hallB
2533,out,out,out,hallA,other,hallA
2534,out,mainHall,other,hallC,recreationArea,hallC
2535,out,out,out,hallA,other,hallA
2536,out,mainHall,out,out,out,out
2537,out,mainHall,diningHall,hallD,recreationArea,hallD
2538,out,mainHall,diningHall,hallB,other,hallB
2539,other,other,other,other,other,other
2540,out,out,out,out,out,out
2541,out,exhibition,out,out,out,out
2542,out,mainHall,other,out,out,out
2543,out,out,out,hallA,other,hallA
2544,out,other,out,out,out,out
2545,out,mainHall,other,hallA,hallA,hallC
2546,out,mainHall,other,out,out,out
2547,out,out,out,hallD,recreationArea,hallD
2548,out,mainHall,diningHall,hallD,out,out
2549,out,out,other,hallC,other,hallD
2550,out,mainHall,diningHall,hallA,other,hallB
2551,out,out,out,hallC,recreationArea,exhibition
2552,out,out,out,hallD,recreationArea,hallD
2553,out,mainHall,diningHall,recreationArea,recreationArea,hallB
2554,out,out,out,hallA,recreationArea,hallA
2555,out,mainHall,diningHall,hallD,other,hallD
2556,out,mainHall,other,out,out,out
2557,out,mainHall,diningHall,hallB,recreationArea,hallB
2558,out,other,other,other,other,out
2559,out,mainHall,diningHall,exhibition,other,hallD
2560,out,mainHall,out,out,out,out
2561,out,mainHall,out,out,out,out
2562,out,out,out,other,other,hallA
2563,out,mainHall,other,hallD,recreationArea,hallD
2564,out,mainHall,other,out,out,out
2565,out,mainHall,other,other,exhibition,other
2566,out,mainHall,diningHall,exhibition,recreationArea,hallB
2567,out,mainHall,other,recreationArea,other,recreationArea
2568,out,mainHall,diningHall,hallC,hallA,hallA
2569,out,out,out,hallA,recreationArea,hallC
2570,out,out,out,hallC,other,recreationArea
2571,out,mainHall,diningHall,other,exhibition,recreationArea
2572,out,out,out,out,out,out
2573,out,mainHall,out,out,out,out
2574,out,out,out,hallD,recreationArea,hallD
2575,out,out,out,out,out,out
2576,out,mainHall,out,out,out,out
2577,out,mainHall,out,out,out,out
2578,out,mainHall,diningHall,hallC,exhibition,recreationArea
2579,out,mainHall,other,other,other,hallB
2580,out,mainHall,out,out,out,out
2581,out,mainHall,diningHall,hallB,recreationArea,hallB
2582,out,out,out,out,out,out
2583,out,mainHall,other,hallD,other,recreationArea
2584,out,mainHall,out,out,out,out
2585,out,mainHall,out,out,out,out
2586,out,mainHall,out,out,out,out
2587,out,mainHall,diningHall,hallB,recreationArea,hallB
2588,out,mainHall,other,out,out,out
2589,out,other,other,other,out,out
2590,out,mainHall,other,other,other,other
2591,out,other,out,out,out,out
2592,out,mainHall,other,out,out,out
2593,out,mainHall,other,other,other,recreationArea
2594,out,out,out,hallB,other,hallB
2595,out,mainHall,diningHall,hallC,recreationArea,hallC
2596,out,other,out,out,out,out
2597,out,mainHall,other,hallB,other,recreationArea
2598,out,mainHall,out,out,out,out
2599,out,mainHall,other,hallB,other,hallB
2600,out,other,other,other,other,out
2601,out,out,out,other,other,hallD
2602,out,other,out,out,out,out
2603,out,mainHall,diningHall,hallB,recreationArea,other
2604,out,out,out,hallA,other,hallA
2605,out,mainHall,other,hallC,recreationArea,hallB
2606,out,mainHall,out,out,out,out
2607,out,other,other,other,out,out
2608,out,out,out,hallA,other,hallA
2609,out,mainHall,out,out,out,out
2610,out,exhibition,out,out,out,out
2611,out,mainHall,out,out,out,out
2612,out,mainHall,other,exhibition,exhibition,hallB
2613,out,mainHall,out,out,out,out
2614,out,out,out,hallC,other,hallD
2615,out,out,out,out,out,out
2616,out,other,other,other,other,out
2617,out,mainHall,diningHall,other,recreationArea,recreationArea
2618,out,mainHall,out,out,out,out
2619,out,mainHall,out,out,out,out
2620,out,out,out,hallD,exhibition,hallD
2621,out,other,other,other,other,other
2622,out,mainHall,diningHall,hallC,recreationArea,hallA
2623,out,out,out,hallD,other,recreationArea
2624,out,mainHall,other,hallC,recreationArea,other
2625,out,other,other,other,other,out
2626,out,mainHall,other,exhibition,other,recreationArea
2627,out,mainHall,diningHall,exhibition,recreationArea,hallC
2628,out,mainHall,out,out,out,out
2629,out,mainHall,out,out,out,out
2630,out,other,other,other,other,out
2631,out,out,out,hallA,other,hallA
2632,out,out,out,hallB,hallA,hallB
2633,out,mainHall,other,out,out,out
2634,out,mainHall,diningHall,hallC,other,hallC
2635,out,mainHall,other,out,out,out
2636,out,out,out,hallD,other,other
2637,out,out,out,hallC,recreationArea,hallC
2638,out,mainHall,other,other,recreationArea,recreationArea
2639,out,mainHall,out,out,out,out
2640,out,mainHall,out,out,out,out
2641,out,mainHall,other,other,recreationArea,recreationArea
2642,out,mainHall,out,out,out,out
2643,out,mainHall,out,out,out,out
2644,out,mainHall,out,out,out,out
2645,out,mainHall,diningHall,hallD,recreationArea,other
2646,out,mainHall,other,out,out,out
2647,out,out,out,hallC,exhibition,hallD
2648,out,mainHall,other,other,recreationArea,hallD
2649,out,out,out,other,exhibition,hallA
2650,out,mainHall,out,out,out,out
2651,out,mainHall,out,out,out,out
2652,out,exhibition,out,out,out,out
2653,out,mainHall,other,out,out,out
2654,out,out,out,hallA,other,hallA
2655,out,mainHall,other,out,out,out
2656,out,mainHall,diningHall,hallC,out,out
2657,out,exhibition,out,out,out,out
2658,out,exhibition,out,out,out,out
2659,out,other,other,other,out,out
2660,out,out,out,out,out,out
2661,out,mainHall,diningHall,hallA,other,hallB
2662,out,mainHall,other,hallB,other,hallB
2663,out,out,out,hallC,other,hallD
2664,out,mainHall,diningHall,other,other,hallC
2665,out,mainHall,diningHall,other,other,other
2666,out,mainHall,other,other,other,other
2667,out,mainHall,other,out,out,out
2668,out,mainHall,out,out,out,out
2669,out,mainHall,diningHall,hallD,other,hallD
2670,out,mainHall,other,hallC,other,recreationArea
2671,out,out,out,hallB,other,exhibition
2672,out,mainHall,out,out,out,out
2673,out,mainHall,out,out,out,out
2674,out,out,out,hallA,other,other
2675,out,mainHall,other,hallC,recreationArea,hallB
2676,out,out,out,hallB,recreationArea,recreationArea
2677,out,mainHall,out,out,out,out
2678,out,mainHall,other,other,other,hallD
2679,out,mainHall,diningHall,hallC,recreationArea,recreationArea
2680,out,out,out,hallA,other,other
2681,out,out,out,out,out,out
2682,out,mainHall,diningHall,other,other,hallB
2683,out,out,out,hallA,hallB,hallA
2684,out,other,other,other,other,out
2685,out,mainHall,out,out,out,out
2686,out,mainHall,out,out,out,out
2687,out,mainHall,diningHall,hallD,exhibition,other
2688,out,out,out,other,other,hallD
2689,out,mainHall,other,other,other,other
2690,out,mainHall,other,hallC,recreationArea,hallD
2691,out,out,out,hallB,other,other
2692,out,mainHall,other,out,out,out
2693,out,out,out,hallC,other,hallD
2694,out,mainHall,out,out,out,out
2695,out,mainHall,diningHall,exhibition,recreationArea,hallB
2696,out,mainHall,out,out,out,out
2697,out,mainHall,diningHall,other,recreationArea,hallD
2698,out,mainHall,diningHall,hallD,recreationArea,hallD
2699,out,mainHall,other,hallD,exhibition,recreationArea
2700,out,other,out,out,out,out
2701,out,out,mainHall,out,out,out
2702,out,out,out,hallD,other,hallC
2703,out,other,other,other,out,out
2704,other,other,other,other,other,other
2705,out,mainHall,other,out,out,out
2706,out,other,out,out,out,out
2707,out,out,out,hallA,exhibition,hallA
2708,out,out,out,hallA,exhibition,hallA
2709,out,mainHall,diningHall,hallC,recreationArea,other
2710,out,mainHall,other,out,out,out
2711,out,exhibition,other,hallC,other,hallC
2712,out,out,out,out,out,out
2713,out,mainHall,out,out,out,out
2714,out,out,out,out,out,out
2715,out,mainHall,out,out,out,out
2716,out,out,out,hallA,recreationArea,recreationArea
2717,out,out,out,hallA,other,hallA
2718,out,mainHall,diningHall,hallB,other,recreationArea
2719,out,out,out,out,out,out
2720,out,mainHall,out,out,out,out
2721,out,mainHall,diningHall,other,recreationArea,hallC
2722,out,out,out,out,out,out
2723,out,out,out,out,out,out
2724,out,out,out,out,out,out
2725,out,mainHall,other,hallC,other,recreationArea
2726,out,out,out,hallC,other,hallC
2727,out,mainHall,mainHall,out,out,out
2728,out,out,out,hallC,recreationArea,recreationArea
2729,out,mainHall,recreationArea,hallC,other,other
2730,out,exhibition,out,out,out,out
2731,out,mainHall,out,out,out,out
2732,out,out,out,hallC,other,other
2733,out,mainHall,out,out,out,out
2734,out,mainHall,other,out,out,out
2735,out,other,other,other,out,out
2736,out,out,out,hallC,recreationArea,hallC
2737,out,mainHall,out,out,out,out
2738,out,mainHall,out,out,out,out
2739,out,out,out,hallA,recreationArea,hallA
2740,out,mainHall,out,out,out,out
2741,out,mainHall,out,out,out,out
2742,out,mainHall,other,exhibition,other,hallC
2743,out,out,out,out,out,out
2744,out,mainHall,other,other,other,hallB
2745,out,other,out,out,out,out
2746,out,mainHall,recreationArea,hallC,other,recreationArea
2747,out,mainHall,diningHall,hallD,recreationArea,hallD
2748,other,mainHall,out,out,out,out
2749,out,mainHall,out,out,out,out
2750,out,mainHall,other,hallC,exhibition,hallD
2751,out,out,out,hallC,other,hallD
2752,out,other,out,out,out,out
2753,out,out,out,other,other,recreationArea
2754,out,mainHall,diningHall,recreationArea,exhibition,recreationArea
2755,out,out,out,hallA,other,hallA
2756,out,mainHall,diningHall,hallA,other,other
2757,out,out,out,hallA,hallB,hallA
2758,out,mainHall,other,hallD,recreationArea,recreationArea
2759,out,mainHall,diningHall,hallD,other,hallD
2760,out,mainHall,diningHall,exhibition,recreationArea,recreationArea
2761,out,mainHall,out,out,out,out
2762,out,other,out,out,out,out
2763,out,mainHall,other,hallA,hallA,hallB
2764,out,mainHall,out,out,out,out
2765,out,mainHall,other,hallD,other,hallD
2766,out,mainHall,out,out,out,out
2767,out,mainHall,out,out,out,out
2768,out,mainHall,out,out,out,out
2769,out,other,other,other,out,out
2770,out,mainHall,diningHall,hallC,other,recreationArea
2771,out,mainHall,diningHall,exhibition,other,exhibition
2772,out,mainHall,diningHall,hallC,recreationArea,hallD
2773,out,mainHall,out,out,out,out
2774,out,mainHall,out,out,out,out
2775,out,out,out,hallA,other,hallA
2776,out,mainHall,diningHall,hallD,other,recreationArea
2777,out,mainHall,recreationArea,hallB,recreationArea,recreationArea
