,A,B,C,D,E,F
2133,out,out,out,out,out,out
2134,out,out,out,out,out,out
2135,out,out,diningHall,hallD,recreationArea,hallC
2136,out,mainHall,other,other,recreationArea,other
2137,out,mainHall,diningHall,hallC,recreationArea,other
2138,out,mainHall,diningHall,other,recreationArea,hallB
2139,out,mainHall,out,out,out,out
2140,out,other,other,other,out,out
2141,out,mainHall,diningHall,hallD,other,other
2142,out,mainHall,recreationArea,other,hallA,other
2143,out,out,out,hallB,other,other
2144,out,out,out,other,hallA,hallA
2145,out,mainHall,out,out,out,out
2146,out,mainHall,out,out,out,out
2147,out,mainHall,diningHall,out,out,out
2148,out,mainHall,recreationArea,other,recreationArea,hallB
2149,out,mainHall,other,other,other,other
2150,out,out,out,out,out,out
2151,out,mainHall,diningHall,hallD,other,other
2152,out,mainHall,diningHall,hallC,other,hallC
2153,out,out,out,out,out,out
2154,out,out,out,out,out,out
2155,out,mainHall,recreationArea,hallB,recreationArea,hallB
2156,out,out,out,out,out,out
2157,out,out,out,out,out,out
2158,out,mainHall,out,out,out,out
2159,out,mainHall,out,out,out,out
2160,out,other,other,other,other,out
2161,out,out,out,hallD,recreationArea,other
2162,out,mainHall,out,out,out,out
2163,out,mainHall,diningHall,hallC,recreationArea,hallC
2164,out,out,out,out,out,out
2165,out,mainHall,out,out,out,out
2166,out,mainHall,diningHall,hallC,other,other
2167,out,out,out,out,out,out
2168,out,mainHall,diningHall,other,exhibition,exhibition
2169,out,mainHall,diningHall,out,out,out
2170,out,other,other,other,out,out
2171,out,mainHall,diningHall,other,other,other
2172,out,mainHall,diningHall,exhibition,recreationArea,other
2173,other,other,other,other,other,other
2174,out,mainHall,out,out,out,out
2175,other,other,other,other,other,other
2176,out,out,out,hallB,recreationArea,hallA
2177,out,mainHall,diningHall,other,recreationArea,hallA
2178,out,mainHall,diningHall,hallC,out,out
2179,out,mainHall,out,out,out,out
2180,out,mainHall,diningHall,hallB,other,hallA
2181,out,out,out,out,out,out
2182,out,mainHall,recreationArea,other,other,hallA
2183,out,out,out,hallB,hallA,hallA
2184,out,out,out,other,recreationArea,hallB
2185,out,mainHall,diningHall,hallB,other,hallB
2186,out,mainHall,diningHall,hallB,other,hallC
2187,out,mainHall,out,out,out,out
2188,out,out,out,hallB,other,hallA
2189,out,mainHall,other,hallC,recreationArea,hallC
2190,other,other,other,other,other,other
2191,out,mainHall,diningHall,other,other,recreationArea
2192,out,exhibition,exhibition,exhibition,exhibition,exhibition
2193,out,out,out,out,out,out
2194,out,out,out,out,out,out
2195,out,mainHall,other,hallB,other,hallA
2196,out,mainHall,diningHall,hallB,recreationArea,hallB
2197,out,mainHall,diningHall,hallA,other,hallA
2198,out,out,out,out,out,out
2199,out,mainHall,diningHall,other,other,hallC
2200,out,mainHall,out,out,out,out
2201,out,out,out,other,hallA,hallA
2202,out,mainHall,diningHall,out,out,out
2203,out,mainHall,diningHall,hallB,other,hallB
2204,out,out,out,exhibition,exhibition,other
2205,out,mainHall,other,hallD,recreationArea,hallD
2206,out,out,out,hallA,recreationArea,other
2207,out,out,out,hallD,other,hallD
2208,out,mainHall,diningHall,hallC,exhibition,hallC
2209,out,other,other,other,other,other
2210,out,out,out,out,out,out
2211,out,out,out,out,out,out
2212,out,out,out,out,out,out
2213,out,out,out,hallA,other,other
2214,out,mainHall,diningHall,out,out,out
2215,out,mainHall,other,out,out,out
2216,out,out,out,hallD,recreationArea,hallD
2217,out,mainHall,diningHall,out,out,out
2218,out,mainHall,other,hallC,recreationArea,hallC
2219,out,out,out,out,out,out
2220,out,out,out,hallD,recreationArea,hallD
2221,out,out,out,out,out,out
2222,out,mainHall,other,exhibition,exhibition,other
2223,out,mainHall,other,hallC,other,other
2224,out,mainHall,diningHall,out,out,out
2225,out,out,out,out,out,out
2226,out,out,out,out,out,out
2227,out,out,out,out,out,out
2228,out,mainHall,diningHall,other,other,other
2229,out,mainHall,diningHall,other,other,other
2230,out,out,out,out,out,out
2231,out,out,out,hallD,other,hallD
2232,out,mainHall,diningHall,recreationArea,exhibition,hallB
2233,out,out,out,hallB,hallA,hallA
2234,out,mainHall,out,out,out,out
2235,out,mainHall,diningHall,hallB,other,other
2236,out,mainHall,out,out,out,out
2237,out,other,other,other,other,other
2238,out,out,out,other,other,hallD
2239,out,mainHall,other,recreationArea,other,other
2240,out,mainHall,diningHall,hallC,other,hallC
2241,out,mainHall,diningHall,other,other,hallB
2242,out,out,out,out,out,out
2243,out,mainHall,other,out,out,out
2244,out,mainHall,out,out,out,out
2245,out,out,out,hallC,other,other
2246,out,mainHall,out,out,out,out
2247,out,out,out,out,out,out
2248,out,out,out,out,out,out
2249,out,mainHall,diningHall,hallC,other,hallC
2250,out,mainHall,diningHall,exhibition,recreationArea,hallC
2251,out,out,out,out,out,out
2252,out,out,out,out,out,out
2253,out,mainHall,out,out,out,out
2254,out,other,out,out,out,out
2255,out,mainHall,other,other,other,other
2256,out,mainHall,other,hallB,recreationArea,hallC
2257,out,mainHall,other,hallB,other,hallA
2258,out,mainHall,diningHall,hallC,other,hallC
2259,out,mainHall,out,out,out,out
2260,out,out,out,out,out,out
2261,out,mainHall,out,out,out,out
2262,out,out,out,out,out,out
2263,out,out,out,out,out,out
2264,out,mainHall,diningHall,hallC,recreationArea,hallC
2265,out,mainHall,diningHall,out,out,out
2266,out,mainHall,diningHall,hallB,other,hallA
2267,out,mainHall,diningHall,out,out,out
2268,out,mainHall,out,out,out,out
2269,out,mainHall,other,hallC,recreationArea,hallC
2270,out,out,out,out,out,out
2271,out,out,out,hallC,other,hallC
2272,out,out,out,other,other,other
2273,out,out,out,hallB,other,other
2274,out,out,out,out,out,out
2275,out,mainHall,other,hallC,other,hallC
2276,out,mainHall,diningHall,hallB,other,hallB
2277,out,out,out,other,other,hallA
2278,out,mainHall,other,exhibition,recreationArea,other
2279,out,mainHall,other,other,other,hallA
2280,out,exhibition,out,out,out,out
2281,out,mainHall,out,out,out,out
2282,out,mainHall,out,out,out,out
2283,out,out,out,hallA,other,hallA
2284,out,mainHall,diningHall,hallB,other,hallB
2285,out,out,out,out,out,out
2286,out,mainHall,other,hallB,exhibition,other
2287,out,mainHall,diningHall,hallB,other,hallB
2288,out,mainHall,diningHall,hallD,recreationArea,other
2289,out,mainHall,out,out,out,out
2290,out,out,out,out,out,out
2291,out,mainHall,recreationArea,hallA,other,hallA
2292,out,mainHall,other,other,other,hallA
2293,out,mainHall,diningHall,exhibition,recreationArea,other
2294,out,mainHall,out,out,out,out
2295,out,out,other,other,other,other
2296,out,mainHall,other,other,other,hallA
2297,out,mainHall,out,out,out,out
2298,out,out,out,out,out,out
2299,out,mainHall,diningHall,hallB,recreationArea,other
2300,out,mainHall,diningHall,hallD,other,hallC
2301,out,out,out,hallB,hallA,hallA
2302,out,mainHall,other,hallB,other,hallA
2303,out,mainHall,diningHall,hallB,recreationArea,hallB
2304,out,out,out,out,out,out
2305,out,mainHall,diningHall,hallB,other,hallA
2306,out,mainHall,out,out,out,out
2307,out,mainHall,out,out,out,out
2308,out,out,out,out,out,out
2309,out,out,out,hallD,other,other
2310,out,out,out,hallD,recreationArea,hallD
2311,out,mainHall,diningHall,hallA,hallA,hallA
2312,out,mainHall,diningHall,other,recreationArea,hallB
2313,out,out,out,out,out,out
2314,out,out,out,out,out,out
2315,out,out,out,out,out,out
2316,out,mainHall,other,exhibition,exhibition,other
2317,out,mainHall,other,hallA,recreationArea,other
2318,out,out,out,hallC,recreationArea,other
2319,out,mainHall,other,out,out,out
2320,out,out,other,hallB,recreationArea,other
2321,out,out,out,out,out,out
2322,out,mainHall,out,out,out,out
2323,out,other,other,other,other,other
2324,out,mainHall,diningHall,out,out,out
2325,out,mainHall,other,other,other,other
2326,out,mainHall,diningHall,hallC,recreationArea,other
2327,out,out,out,out,out,out
2328,out,other,other,other,other,other
2329,out,mainHall,out,out,out,out
2330,out,other,other,other,other,other
2331,out,out,out,hallA,hallA,recreationArea
2332,out,mainHall,exhibition,other,other,recreationArea
2333,out,mainHall,diningHall,hallB,other,other
2334,out,out,out,out,out,out
2335,out,mainHall,other,hallB,recreationArea,hallB
2336,out,mainHall,out,out,out,out
2337,out,out,out,out,out,out
2338,out,out,out,hallD,recreationArea,recreationArea
2339,out,other,other,other,other,out
2340,out,mainHall,other,hallB,other,other
2341,out,mainHall,out,out,out,out
2342,out,mainHall,out,out,out,out
2343,out,mainHall,other,hallC,other,hallC
2344,out,mainHall,diningHall,other,hallA,hallA
2345,out,mainHall,out,out,out,out
2346,out,out,out,exhibition,recreationArea,other
2347,out,mainHall,diningHall,hallD,other,other
2348,out,exhibition,out,out,out,out
2349,out,mainHall,out,out,out,out
2350,out,out,out,out,out,out
2351,out,mainHall,other,out,out,out
2352,out,other,other,other,out,out
2353,out,out,out,hallB,other,other
2354,out,mainHall,other,hallB,other,hallB
2355,out,out,out,hallB,hallB,hallA
2356,out,mainHall,out,out,out,out
2357,out,out,out,out,out,out
2358,out,mainHall,diningHall,other,other,hallB
2359,out,mainHall,other,other,other,other
2360,out,mainHall,other,hallB,exhibition,hallA
2361,out,mainHall,other,hallB,other,hallA
2362,out,mainHall,diningHall,hallD,other,hallC
2363,out,out,out,hallD,recreationArea,hallD
2364,out,mainHall,recreationArea,hallA,other,other
2365,out,mainHall,other,other,other,other
2366,out,mainHall,other,hallC,other,other
2367,out,out,out,out,out,out
2368,out,other,out,out,out,out
2369,out,out,out,out,out,out
2370,out,out,out,hallD,other,other
2371,out,mainHall,other,hallB,recreationArea,other
2372,out,out,out,out,out,out
2373,out,out,out,other,hallA,other
2374,out,out,out,other,other,other
2375,out,out,out,out,out,out
2376,out,mainHall,out,out,out,out
2377,out,mainHall,out,out,out,out
2378,out,mainHall,out,out,out,out
2379,out,out,out,other,recreationArea,hallA
2380,out,mainHall,other,other,other,other
2381,out,mainHall,other,other,other,hallA
2382,out,out,out,out,out,out
2383,out,out,out,hallA,recreationArea,other
2384,out,out,out,out,out,out
2385,out,exhibition,out,out,out,out
2386,out,mainHall,diningHall,hallD,recreationArea,hallD
2387,out,mainHall,other,hallB,other,other
2388,out,mainHall,diningHall,other,other,hallC
2389,out,mainHall,diningHall,hallB,recreationArea,hallB
2390,out,mainHall,other,hallD,other,other
2391,out,out,out,out,out,out
2392,out,mainHall,other,hallC,other,hallC
2393,out,mainHall,out,out,out,out
2394,out,out,out,out,out,out
2395,out,mainHall,other,hallC,recreationArea,hallC
2396,out,out,out,other,other,hallA
2397,out,other,other,other,out,out
2398,out,mainHall,diningHall,recreationArea,other,other
2399,out,out,out,out,out,out
2400,out,out,out,hallD,recreationArea,hallD
2401,out,out,out,hallD,other,hallD
2402,out,out,out,out,out,out
2403,out,out,out,out,out,out
2404,out,mainHall,other,out,out,out
2405,out,mainHall,diningHall,hallB,other,hallC
2406,out,out,out,other,other,hallC
2407,out,mainHall,out,out,out,out
2408,out,mainHall,other,hallB,other,hallA
2409,out,mainHall,diningHall,hallD,recreationArea,hallD
2410,out,mainHall,diningHall,exhibition,other,hallA
2411,out,mainHall,diningHall,hallB,recreationArea,other
2412,out,mainHall,out,out,out,out
2413,out,mainHall,out,out,out,out
2414,out,mainHall,other,other,other,hallB
2415,out,mainHall,diningHall,hallC,other,other
2416,out,mainHall,other,hallB,recreationArea,other
2417,out,mainHall,diningHall,out,out,out
2418,out,mainHall,other,out,out,out
2419,out,mainHall,out,out,out,out
2420,out,mainHall,recreationArea,hallB,hallA,hallA
2421,out,mainHall,diningHall,hallC,recreationArea,other
2422,out,mainHall,other,hallB,other,hallA
2423,out,mainHall,other,hallB,recreationArea,other
2424,out,out,out,hallB,hallA,hallA
2425,out,out,out,out,out,out
2426,out,out,out,out,out,out
2427,out,mainHall,recreationArea,other,other,hallA
2428,other,other,other,other,other,other
2429,out,mainHall,other,out,out,out
2430,out,mainHall,diningHall,other,recreationArea,other
2431,out,out,out,hallD,other,hallD
2432,out,mainHall,other,hallB,other,hallA
2433,out,out,out,out,out,out
2434,out,mainHall,other,hallB,other,hallA
2435,out,mainHall,out,out,out,out
2436,out,out,other,hallD,hallD,hallD
2437,out,mainHall,diningHall,exhibition,exhibition,exhibition
2438,out,mainHall,other,hallC,other,hallC
2439,out,out,out,hallB,other,hallB
2440,out,out,out,out,out,out
2441,out,mainHall,other,hallD,other,hallD
2442,out,mainHall,other,hallB,other,other
2443,out,mainHall,diningHall,hallB,other,other
2444,other,other,other,other,other,other
2445,out,mainHall,diningHall,hallB,other,hallA
2446,out,out,out,out,out,out
2447,out,mainHall,diningHall,hallB,recreationArea,other
2448,out,out,out,other,other,other
2449,out,mainHall,diningHall,exhibition,exhibition,hallA
2450,out,out,out,out,out,out
2451,out,out,out,hallD,recreationArea,other
2452,out,mainHall,other,out,out,out
2453,out,mainHall,diningHall,out,out,out
2454,out,mainHall,diningHall,hallB,other,hallA
2455,out,mainHall,other,hallA,other,hallA
2456,out,mainHall,other,hallC,other,other
2457,out,mainHall,other,out,out,out
2458,out,mainHall,other,exhibition,other,recreationArea
2459,out,out,out,other,recreationArea,hallA
2460,out,mainHall,diningHall,hallC,exhibition,other
2461,out,exhibition,out,out,out,out
2462,out,mainHall,diningHall,other,recreationArea,other
2463,out,mainHall,other,hallB,recreationArea,other
2464,out,mainHall,diningHall,hallB,other,hallA
2465,out,out,out,other,other,hallC
2466,out,out,out,out,out,out
2467,out,out,out,hallD,other,other
2468,out,out,out,out,out,out
2469,out,mainHall,other,other,recreationArea,hallC
2470,out,mainHall,diningHall,exhibition,other,other
2471,out,mainHall,other,hallB,other,hallA
2472,out,mainHall,out,out,out,out
2473,out,mainHall,diningHall,other,other,hallA
2474,out,mainHall,out,out,out,out
2475,out,mainHall,out,out,out,out
2476,out,mainHall,diningHall,hallB,other,other
2477,out,mainHall,other,hallB,other,hallB
2478,out,mainHall,out,out,out,out
2479,out,mainHall,diningHall,other,other,other
2480,out,out,out,hallB,other,hallB
2481,out,out,out,hallA,hallB,hallA
2482,out,mainHall,out,out,out,out
2483,out,mainHall,diningHall,other,other,other
2484,out,mainHall,diningHall,hallB,recreationArea,hallB
2485,out,out,out,hallD,other,hallD
2486,out,mainHall,other,recreationArea,recreationArea,hallC
2487,out,other,other,other,other,other
2488,out,out,out,out,out,out
2489,out,out,out,hallC,recreationArea,other
2490,out,mainHall,out,out,out,out
2491,out,mainHall,diningHall,hallB,other,other
2492,out,out,out,out,out,out
2493,out,mainHall,diningHall,out,out,out
2494,out,mainHall,out,out,out,out
2495,out,mainHall,diningHall,hallB,recreationArea,other
2496,out,mainHall,diningHall,hallC,other,other
2497,out,out,out,out,out,out
2498,out,mainHall,diningHall,other,other,other
2499,out,mainHall,diningHall,hallB,recreationArea,hallC
2500,out,out,out,hallD,other,other
2501,out,out,out,hallD,other,hallC
2502,out,mainHall,diningHall,hallB,exhibition,other
2503,out,out,out,out,out,out
2504,out,other,other,other,other,other
2505,out,mainHall,diningHall,hallB,other,hallA
2506,out,out,out,other,recreationArea,other
2507,out,mainHall,other,hallB,other,other
2508,out,out,out,hallB,other,hallA
2509,out,exhibition,out,out,out,out
2510,out,mainHall,diningHall,other,other,other
2511,out,mainHall,other,hallB,exhibition,hallA
2512,out,mainHall,out,out,out,out
2513,out,out,out,exhibition,exhibition,hallA
2514,out,mainHall,out,out,out,out
2515,out,mainHall,diningHall,hallC,exhibition,other
2516,out,mainHall,diningHall,out,out,out
2517,out,other,other,other,out,out
2518,out,out,out,hallD,other,hallD
2519,out,out,out,out,out,out
2520,out,mainHall,diningHall,hallB,recreationArea,hallB
2521,out,out,diningHall,out,out,out
2522,out,mainHall,other,hallB,other,exhibition
2523,out,out,out,hallD,other,hallD
2524,out,mainHall,other,other,recreationArea,hallB
2525,out,mainHall,diningHall,exhibition,exhibition,other
2526,out,mainHall,out,out,out,out
2527,out,out,other,other,other,other
2528,out,out,out,hallD,other,hallC
2529,out,mainHall,out,out,out,out
2530,out,mainHall,diningHall,exhibition,recreationArea,hallC
2531,out,mainHall,diningHall,hallC,recreationArea,other
2532,out,other,other,other,out,out
2533,out,out,out,other,recreationArea,hallD
2534,out,out,out,out,out,out
2535,out,mainHall,diningHall,exhibition,exhibition,hallC
2536,out,mainHall,out,out,out,out
2537,out,out,out,out,out,out
2538,out,mainHall,other,other,other,other
2539,out,out,out,hallB,recreationArea,hallA
2540,out,other,out,out,out,out
2541,out,mainHall,out,out,out,out
2542,out,mainHall,recreationArea,hallB,other,other
2543,out,mainHall,diningHall,hallB,recreationArea,other
2544,out,out,out,hallD,other,hallD
2545,out,mainHall,diningHall,other,other,other
2546,out,out,out,hallD,recreationArea,other
2547,out,mainHall,diningHall,hallB,recreationArea,other
2548,out,mainHall,other,other,recreationArea,hallC
2549,out,out,out,out,out,out
2550,out,mainHall,out,out,out,out
2551,out,mainHall,diningHall,hallB,other,other
2552,out,out,out,hallB,other,other
2553,out,out,out,out,out,out
2554,out,mainHall,diningHall,hallC,recreationArea,other
2555,out,out,out,hallB,other,other
2556,out,mainHall,diningHall,other,other,hallC
2557,out,out,out,out,out,out
2558,out,out,out,out,out,out
2559,other,other,other,other,other,other
2560,out,mainHall,diningHall,other,other,other
2561,out,mainHall,diningHall,hallB,hallA,hallA
2562,out,mainHall,other,other,other,hallB
2563,out,mainHall,other,out,out,out
2564,out,mainHall,recreationArea,other,other,hallA
2565,out,out,out,out,out,out
2566,out,out,out,out,out,out
2567,out,out,out,out,out,out
2568,out,out,out,out,out,out
2569,out,mainHall,diningHall,other,other,hallA
2570,out,out,out,out,out,out
2571,out,out,out,hallA,other,other
2572,out,mainHall,other,hallD,other,hallC
2573,out,out,out,out,out,out
2574,out,mainHall,diningHall,recreationArea,recreationArea,other
2575,out,out,out,out,out,out
2576,out,mainHall,out,out,out,out
2577,out,mainHall,diningHall,hallC,other,other
2578,out,mainHall,out,out,out,out
2579,out,out,out,hallA,other,hallA
2580,out,mainHall,diningHall,hallB,hallA,hallA
2581,out,mainHall,diningHall,hallB,other,exhibition
2582,out,mainHall,other,hallB,recreationArea,hallC
2583,out,mainHall,diningHall,hallC,recreationArea,hallC
2584,out,mainHall,other,hallB,recreationArea,hallC
2585,out,mainHall,out,out,out,out
2586,out,mainHall,diningHall,out,out,out
2587,out,mainHall,diningHall,out,out,out
2588,out,out,out,hallB,other,other
2589,out,mainHall,diningHall,exhibition,recreationArea,other
2590,out,other,out,out,out,out
2591,out,mainHall,out,out,out,out
2592,out,mainHall,out,out,out,out
2593,out,mainHall,out,out,out,out
2594,out,mainHall,other,exhibition,recreationArea,other
2595,out,out,out,hallB,recreationArea,other
2596,out,mainHall,diningHall,hallA,other,hallA
2597,out,mainHall,other,hallB,recreationArea,hallA
2598,out,exhibition,recreationArea,hallB,other,recreationArea
2599,out,mainHall,diningHall,out,out,out
2600,out,out,out,out,out,out
2601,out,mainHall,other,hallD,other,hallC
2602,out,out,out,hallC,recreationArea,hallC
2603,out,mainHall,other,other,other,hallB
2604,out,mainHall,out,out,out,out
2605,out,mainHall,diningHall,out,out,out
2606,out,out,out,hallB,other,hallA
2607,out,mainHall,out,out,out,out
2608,out,mainHall,out,out,out,out
2609,out,mainHall,out,out,out,out
2610,out,mainHall,other,hallB,other,hallA
2611,out,mainHall,out,out,out,out
2612,out,mainHall,diningHall,hallB,other,hallB
2613,out,mainHall,diningHall,hallB,recreationArea,other
2614,out,out,out,other,recreationArea,hallA
2615,out,mainHall,out,out,out,out
2616,out,mainHall,out,out,out,out
2617,out,out,out,hallB,other,hallB
2618,out,mainHall,diningHall,out,out,out
2619,out,out,out,out,out,out
2620,out,out,out,hallD,other,hallD
2621,out,out,out,out,out,out
2622,out,mainHall,diningHall,hallB,other,hallA
2623,out,out,out,hallB,other,hallB
2624,out,other,other,other,other,other
2625,other,other,other,other,other,other
2626,out,mainHall,diningHall,hallB,exhibition,hallB
2627,out,mainHall,diningHall,hallA,other,other
2628,out,mainHall,out,out,out,out
2629,out,out,out,out,out,out
2630,out,mainHall,diningHall,hallB,recreationArea,other
2631,out,mainHall,other,hallB,other,other
2632,out,mainHall,other,exhibition,other,other
2633,out,mainHall,other,hallB,recreationArea,hallB
2634,out,other,out,out,out,out
2635,out,mainHall,recreationArea,hallA,recreationArea,hallA
2636,out,mainHall,out,out,out,out
2637,out,out,out,hallC,recreationArea,hallC
2638,out,out,out,out,out,out
2639,out,mainHall,out,out,out,out
2640,out,out,out,other,exhibition,other
2641,out,mainHall,out,out,out,out
2642,out,out,out,exhibition,recreationArea,other
2643,out,mainHall,out,out,out,out
2644,out,out,recreationArea,out,out,out
2645,out,mainHall,out,out,out,out
2646,out,out,out,hallB,other,hallA
2647,out,out,out,hallA,recreationArea,other
2648,out,mainHall,diningHall,hallB,recreationArea,other
2649,out,mainHall,diningHall,hallB,exhibition,recreationArea
2650,out,mainHall,other,hallB,other,hallA
2651,out,mainHall,diningHall,hallC,recreationArea,hallC
2652,out,mainHall,diningHall,out,out,out
2653,out,mainHall,diningHall,out,out,out
2654,out,out,out,out,out,out
2655,out,mainHall,recreationArea,hallA,hallA,other
2656,out,out,exhibition,out,out,out
2657,out,out,out,out,out,out
2658,out,mainHall,diningHall,hallD,other,other
2659,out,mainHall,other,hallB,other,hallA
2660,out,mainHall,diningHall,hallB,other,hallC
2661,out,mainHall,diningHall,out,out,out
2662,out,mainHall,other,hallB,hallA,other
2663,out,mainHall,diningHall,hallC,other,hallC
2664,out,mainHall,out,out,out,out
2665,out,mainHall,other,other,other,other
2666,out,out,out,out,out,out
2667,out,mainHall,other,hallB,other,hallC
2668,out,out,out,out,out,out
2669,out,out,out,out,out,out
2670,out,out,out,hallA,other,other
2671,out,out,out,out,out,out
2672,out,other,other,other,out,out
2673,out,mainHall,diningHall,other,other,other
2674,out,mainHall,diningHall,other,other,other
2675,out,out,out,out,out,out
2676,out,mainHall,recreationArea,exhibition,recreationArea,other
2677,out,mainHall,diningHall,other,hallA,other
2678,out,mainHall,out,out,out,out
2679,out,out,out,other,other,hallA
2680,out,out,out,out,out,out
2681,out,other,other,other,other,other
2682,out,out,out,hallB,other,hallB
2683,out,out,out,hallD,exhibition,hallC
2684,out,mainHall,diningHall,hallC,recreationArea,other
2685,out,mainHall,other,hallD,recreationArea,other
2686,out,mainHall,diningHall,hallB,other,hallA
2687,out,out,out,hallC,other,hallC
2688,out,mainHall,exhibition,recreationArea,other,hallA
2689,out,out,out,out,out,out
2690,out,mainHall,other,exhibition,exhibition,other
2691,out,mainHall,recreationArea,exhibition,other,hallA
2692,out,mainHall,other,out,out,out
2693,out,mainHall,out,out,out,out
2694,out,mainHall,diningHall,hallB,recreationArea,other
2695,out,mainHall,other,hallC,recreationArea,hallC
2696,out,out,out,out,out,out
2697,out,mainHall,other,hallC,recreationArea,hallC
2698,out,mainHall,diningHall,hallB,other,other
2699,out,other,other,other,out,out
2700,out,other,out,out,out,out
2701,out,out,out,out,out,out
2702,out,out,out,hallA,exhibition,other
2703,out,mainHall,diningHall,out,out,out
2704,out,mainHall,diningHall,hallC,other,hallC
2705,out,mainHall,out,out,out,out
2706,out,out,out,hallB,hallA,hallA
2707,out,mainHall,out,out,out,out
2708,out,out,out,hallD,recreationArea,hallD
2709,out,mainHall,diningHall,other,other,other
2710,out,mainHall,diningHall,out,out,out
2711,out,out,out,hallB,other,other
2712,out,out,out,other,recreationArea,other
2713,out,mainHall,diningHall,other,other,hallC
2714,out,mainHall,diningHall,hallB,recreationArea,other
2715,out,out,out,out,out,out
2716,out,mainHall,diningHall,hallC,recreationArea,hallC
2717,out,other,other,other,out,out
2718,out,mainHall,out,out,out,out
2719,out,out,out,out,out,out
2720,out,out,out,out,out,out
2721,out,mainHall,diningHall,hallB,other,hallA
2722,out,mainHall,diningHall,hallB,recreationArea,other
2723,out,mainHall,diningHall,hallC,other,other
2724,out,mainHall,diningHall,exhibition,exhibition,hallC
2725,out,mainHall,out,out,out,out
2726,out,mainHall,out,out,out,out
2727,out,other,other,other,other,other
2728,out,mainHall,out,out,out,out
2729,out,mainHall,diningHall,out,out,out
2730,out,other,other,other,other,other
2731,out,other,out,out,out,out
2732,out,mainHall,diningHall,hallB,other,hallB
2733,out,mainHall,other,other,other,other
2734,out,out,out,out,out,out
2735,out,mainHall,out,out,out,out
2736,out,out,out,hallD,other,hallD
2737,out,out,out,out,out,out
2738,out,mainHall,other,hallA,recreationArea,hallA
2739,out,out,out,out,out,out
2740,out,mainHall,diningHall,other,other,hallC
2741,out,mainHall,diningHall,other,exhibition,hallB
2742,out,mainHall,other,other,recreationArea,other
2743,out,mainHall,out,out,out,out
2744,out,exhibition,out,out,out,out
2745,out,out,out,out,out,out
2746,other,other,mainHall,mainHall,mainHall,mainHall
2747,out,mainHall,diningHall,other,other,hallA
2748,out,out,out,hallD,other,other
2749,out,out,out,exhibition,recreationArea,other
2750,out,mainHall,diningHall,exhibition,exhibition,other
2751,out,out,out,hallD,hallD,other
2752,out,out,out,out,out,out
2753,out,out,out,out,out,out
2754,out,mainHall,out,out,out,out
2755,out,out,exhibition,recreationArea,recreationArea,hallC
2756,out,mainHall,out,out,out,out
2757,out,out,out,other,other,hallD
2758,out,mainHall,diningHall,other,other,recreationArea
2759,out,out,out,hallD,recreationArea,hallD
2760,out,mainHall,other,hallB,other,hallA
2761,out,out,out,out,out,out
2762,out,out,out,other,other,other
2763,out,mainHall,out,out,out,out
2764,out,out,out,out,out,out
2765,out,out,out,out,out,out
2766,out,mainHall,other,out,out,out
2767,out,mainHall,out,out,out,out
2768,out,mainHall,diningHall,out,out,out
2769,out,mainHall,recreationArea,other,recreationArea,other
2770,out,other,other,other,out,out
2771,out,mainHall,diningHall,out,out,out
2772,out,mainHall,other,hallB,other,hallC
2773,out,out,out,hallA,other,hallA
2774,out,exhibition,other,recreationArea,recreationArea,hallB
2775,out,mainHall,diningHall,exhibition,exhibition,hallC
2776,out,mainHall,other,hallD,other,other
2777,out,mainHall,diningHall,other,other,other
2778,out,mainHall,out,out,out,out
2779,out,out,out,other,hallA,hallA
2780,out,mainHall,diningHall,exhibition,other,other
2781,out,other,other,other,other,out
2782,out,out,out,out,out,out
2783,out,mainHall,diningHall,hallA,recreationArea,other
2784,out,mainHall,diningHall,hallD,recreationArea,hallD
2785,out,mainHall,out,out,out,out
2786,out,mainHall,other,out,out,out
2787,out,mainHall,diningHall,hallC,exhibition,hallC
2788,out,mainHall,recreationArea,other,other,other
2789,out,mainHall,out,out,out,out
2790,out,other,out,out,out,out
2791,out,mainHall,diningHall,other,other,hallC
2792,out,out,out,exhibition,exhibition,exhibition
2793,out,mainHall,other,other,recreationArea,other
2794,out,mainHall,diningHall,hallB,other,other
2795,out,mainHall,diningHall,hallC,other,hallC
2796,out,out,out,hallB,other,other
2797,out,out,out,hallC,exhibition,hallC
2798,out,out,out,out,out,out
2799,out,mainHall,other,exhibition,other,recreationArea
2800,out,out,out,exhibition,other,hallB
2801,out,mainHall,diningHall,hallC,exhibition,hallC
2802,out,mainHall,out,out,out,out
2803,out,out,out,hallA,hallA,hallA
2804,out,mainHall,recreationArea,hallB,other,other
2805,out,out,out,out,out,out
2806,out,mainHall,other,hallB,recreationArea,hallB
2807,out,mainHall,out,out,out,out
2808,out,out,out,hallD,recreationArea,other
2809,out,mainHall,out,out,out,out
2810,out,mainHall,other,other,recreationArea,other
2811,out,mainHall,other,hallC,other,hallC
2812,out,out,out,hallA,hallA,hallA
2813,out,mainHall,out,out,out,out
2814,out,out,out,hallD,other,other
2815,out,mainHall,other,hallB,recreationArea,hallC
2816,out,mainHall,out,out,out,out
2817,out,mainHall,other,other,recreationArea,other
2818,out,out,out,exhibition,exhibition,other
2819,out,out,out,hallB,exhibition,hallA
2820,out,mainHall,out,out,out,out
2821,out,mainHall,diningHall,recreationArea,exhibition,other
2822,out,out,out,out,out,out
